Incident_ID,Date,User,Threat_Type,Severity,Status,Country,Device,Source,Response_Time_Minutes
6234,2025-02-18,user71,Phishing,Low,Closed,Japan,Cloud VM,Web Gateway,201
6235,2025-10-28,user388,Phishing,Low,Open,Australia,Cloud VM,Firewall,310
6236,2025-09-08,user219,Malware,Medium,Open,Singapore,Cloud VM,Email,248
6237,2025-01-20,user159,Phishing,Low,Investigating,Canada,Mobile,Web Gateway,22
6238,2025-02-10,user412,Credential Attack,Low,Investigating,Germany,Desktop,SIEM,5
6239,2025-07-03,user253,DDoS,Low,Open,USA,Laptop,Firewall,277
6240,2025-10-22,user171,Ransomware,Medium,Escalated,Japan,Laptop,Web Gateway,393
6241,2025-11-15,user410,Phishing,Medium,Open,Germany,Mobile,Firewall,72
6242,2025-09-08,user330,Data Exfiltration,Low,Closed,India,Server,Web Gateway,314
6243,2025-10-05,user325,Credential Attack,High,Open,Japan,Laptop,Email,435
6244,2025-09-24,user7,Malware,High,Investigating,Germany,Mobile,Email,644
6245,2025-07-17,user150,Credential Attack,Medium,Investigating,Germany,Server,Web Gateway,509
6246,2025-04-17,user65,Phishing,Low,Escalated,India,Laptop,Firewall,206
6247,2025-06-21,user104,Phishing,Medium,Closed,Australia,Mobile,Identity Provider,181
6248,2025-06-07,user347,Phishing,High,Investigating,Japan,Mobile,Email,276
6249,2025-07-30,user142,Insider Threat,Low,Open,Singapore,Cloud VM,Identity Provider,220
6250,2025-03-25,user368,DDoS,Low,Investigating,UAE,Server,Email,87
6251,2025-11-24,user290,Credential Attack,Medium,Open,India,Desktop,Web Gateway,664
6252,2026-02-02,user297,Malware,Medium,Escalated,UAE,Mobile,Identity Provider,32
6253,2025-11-16,user445,Insider Threat,Low,Investigating,Netherlands,Mobile,Web Gateway,48
6254,2025-05-14,user356,Credential Attack,Medium,Closed,Japan,Laptop,Email,532
6255,2025-12-13,user339,Ransomware,Low,Investigating,UAE,Cloud VM,Endpoint,628
6256,2026-01-02,user420,Phishing,Low,Open,Germany,Mobile,SIEM,216
6257,2026-01-20,user43,Ransomware,Low,Escalated,Japan,Server,Web Gateway,368
6258,2025-04-16,user355,Phishing,Medium,Escalated,Netherlands,Laptop,Endpoint,267
6259,2025-01-12,user371,Insider Threat,Medium,Open,Canada,Laptop,Firewall,63
6260,2026-01-16,user37,Malware,Low,Escalated,USA,Mobile,Email,7
6261,2025-01-20,user496,DDoS,Medium,Investigating,Canada,Laptop,Identity Provider,143
6262,2025-12-16,user99,DDoS,Medium,Open,India,Cloud VM,Firewall,699
6263,2025-06-16,user85,Insider Threat,Low,Closed,Japan,Mobile,Endpoint,335
6264,2025-07-04,user221,Malware,Low,Open,UK,Cloud VM,Web Gateway,461
6265,2025-02-01,user33,Phishing,Medium,Closed,USA,Server,Endpoint,607
6266,2025-05-11,user56,Brute Force,High,Open,USA,Laptop,Firewall,532
6267,2025-04-30,user81,DDoS,High,Open,Japan,Mobile,Identity Provider,356
6268,2026-01-23,user70,Data Exfiltration,High,Closed,USA,Mobile,SIEM,582
6269,2025-06-02,user265,Malware,Critical,Open,India,Laptop,Email,173
6270,2025-12-30,user107,Credential Attack,Critical,Open,USA,Mobile,SIEM,598
6271,2025-07-15,user173,Insider Threat,Medium,Escalated,UAE,Desktop,Endpoint,231
6272,2025-10-08,user373,Credential Attack,Medium,Investigating,USA,Server,Endpoint,319
6273,2025-05-25,user202,Ransomware,Low,Open,UAE,Server,Identity Provider,622
6274,2025-11-26,user29,Insider Threat,Critical,Open,Australia,Cloud VM,Firewall,12
6275,2025-11-11,user391,DDoS,Low,Open,Singapore,Cloud VM,Endpoint,411
6276,2025-03-20,user170,Brute Force,Medium,Open,India,Cloud VM,SIEM,194
6277,2025-08-28,user147,Malware,Critical,Investigating,Japan,Laptop,Firewall,476
6278,2025-10-21,user261,Malware,Medium,Investigating,USA,Cloud VM,Firewall,612
6279,2025-07-02,user368,Insider Threat,Low,Escalated,Canada,Desktop,Identity Provider,330
6280,2025-03-13,user71,Malware,Medium,Closed,Netherlands,Server,Endpoint,275
6281,2026-02-02,user269,Brute Force,Critical,Closed,Japan,Cloud VM,Email,684
6282,2025-03-24,user12,Ransomware,Medium,Escalated,UK,Mobile,Firewall,113
6283,2025-12-01,user332,Credential Attack,High,Closed,India,Server,Identity Provider,348
6284,2025-09-09,user265,Malware,Critical,Closed,USA,Server,Firewall,393
6285,2025-03-12,user370,Insider Threat,Low,Closed,India,Desktop,Firewall,71
6286,2025-04-23,user9,Phishing,Low,Closed,USA,Server,SIEM,314
6287,2025-06-07,user95,Malware,Low,Escalated,UAE,Cloud VM,Identity Provider,698
6288,2025-01-15,user494,Insider Threat,Low,Closed,UK,Mobile,SIEM,29
6289,2025-12-05,user65,Data Exfiltration,Low,Investigating,Japan,Mobile,SIEM,642
6290,2025-11-30,user243,Brute Force,Medium,Investigating,Singapore,Cloud VM,SIEM,668
6291,2026-02-04,user157,Malware,Low,Investigating,India,Mobile,Identity Provider,449
6292,2026-02-07,user149,Data Exfiltration,Medium,Escalated,Singapore,Desktop,Endpoint,583
6293,2025-07-30,user260,Phishing,Critical,Escalated,USA,Laptop,Web Gateway,294
6294,2025-09-13,user161,Phishing,Medium,Investigating,UK,Desktop,Email,102
6295,2025-02-03,user74,Brute Force,High,Open,Canada,Desktop,Endpoint,383
6296,2025-10-19,user372,Credential Attack,Low,Closed,Germany,Cloud VM,Email,316
6297,2025-04-29,user109,Malware,Medium,Open,Singapore,Mobile,Identity Provider,641
6298,2025-12-07,user242,DDoS,Medium,Escalated,Japan,Mobile,Email,504
6299,2025-02-28,user58,Insider Threat,High,Open,USA,Server,SIEM,563
6300,2025-08-21,user66,Credential Attack,Medium,Closed,UAE,Laptop,Firewall,667
6301,2025-07-08,user480,Data Exfiltration,Low,Escalated,Canada,Desktop,Endpoint,417
6302,2025-04-02,user371,DDoS,Low,Investigating,Singapore,Cloud VM,Endpoint,461
6303,2025-02-05,user416,DDoS,Medium,Escalated,Australia,Laptop,Web Gateway,691
6304,2025-01-12,user183,Brute Force,Medium,Open,UAE,Cloud VM,Firewall,652
6305,2025-06-07,user143,Phishing,Low,Escalated,Canada,Cloud VM,Web Gateway,266
6306,2025-03-29,user142,DDoS,Critical,Escalated,Japan,Desktop,SIEM,404
6307,2025-08-08,user490,Phishing,Low,Escalated,UAE,Laptop,Email,556
6308,2025-09-26,user39,Data Exfiltration,Low,Closed,UAE,Mobile,Identity Provider,230
6309,2025-06-01,user422,Brute Force,Medium,Escalated,UAE,Cloud VM,Identity Provider,303
6310,2025-07-11,user359,Ransomware,Medium,Closed,Germany,Laptop,Identity Provider,533
6311,2026-02-16,user463,Malware,Low,Escalated,Australia,Server,Email,223
6312,2026-02-10,user172,DDoS,Medium,Investigating,Australia,Mobile,Web Gateway,472
6313,2025-11-23,user414,Phishing,High,Open,UAE,Mobile,Identity Provider,61
6314,2025-06-08,user324,Insider Threat,Low,Closed,India,Laptop,Email,501
6315,2025-04-11,user54,DDoS,Low,Escalated,UK,Server,Web Gateway,184
6316,2025-02-25,user327,Ransomware,Medium,Investigating,Singapore,Mobile,Identity Provider,135
6317,2025-05-13,user27,Insider Threat,Medium,Closed,Australia,Laptop,SIEM,485
6318,2025-05-28,user325,Insider Threat,Medium,Closed,Singapore,Server,Endpoint,281
6319,2025-04-21,user225,DDoS,Low,Closed,UK,Laptop,Endpoint,135
6320,2025-01-27,user141,Malware,Low,Investigating,Japan,Mobile,Email,473
6321,2025-03-24,user193,Insider Threat,Low,Open,USA,Server,Web Gateway,477
6322,2025-08-03,user25,Data Exfiltration,Medium,Closed,UAE,Desktop,Firewall,39
6323,2025-01-29,user294,Credential Attack,Critical,Open,Japan,Server,SIEM,642
6324,2025-04-10,user405,Ransomware,Low,Open,Singapore,Server,Email,411
6325,2025-10-18,user199,Malware,Medium,Investigating,Netherlands,Cloud VM,Firewall,284
6326,2025-12-09,user180,Ransomware,Low,Investigating,Japan,Server,Email,110
6327,2026-01-16,user14,Phishing,High,Closed,India,Cloud VM,Web Gateway,389
6328,2025-09-09,user207,Phishing,Low,Escalated,UK,Desktop,Endpoint,103
6329,2025-07-05,user62,Brute Force,Low,Escalated,UAE,Cloud VM,Endpoint,595
6330,2025-07-28,user15,Insider Threat,Medium,Investigating,Germany,Laptop,Firewall,700
6331,2026-02-12,user109,DDoS,High,Closed,India,Mobile,Email,298
6332,2025-04-22,user41,Phishing,Critical,Escalated,UK,Desktop,Endpoint,579
6333,2025-08-27,user130,Insider Threat,Critical,Closed,Singapore,Mobile,Firewall,173
6334,2025-10-04,user373,Data Exfiltration,Low,Escalated,Singapore,Mobile,Identity Provider,547
6335,2025-08-19,user490,Credential Attack,Critical,Open,USA,Laptop,Email,216
6336,2025-01-17,user335,Insider Threat,Low,Closed,Germany,Cloud VM,Endpoint,377
6337,2025-03-26,user76,Credential Attack,Medium,Investigating,India,Server,Firewall,541
6338,2026-02-15,user16,Data Exfiltration,Medium,Closed,Canada,Server,Web Gateway,702
6339,2025-11-09,user205,DDoS,Medium,Investigating,USA,Desktop,SIEM,112
6340,2025-07-22,user371,Insider Threat,Low,Investigating,UK,Mobile,Web Gateway,258
6341,2025-04-11,user338,Brute Force,Low,Open,Canada,Mobile,Email,399
6342,2025-11-10,user425,Phishing,Low,Escalated,USA,Laptop,Endpoint,630
6343,2025-08-07,user339,Insider Threat,Low,Open,Japan,Laptop,Firewall,208
6344,2025-09-08,user239,Phishing,Low,Escalated,UAE,Laptop,Firewall,15
6345,2025-04-16,user165,Data Exfiltration,High,Closed,Germany,Mobile,Endpoint,285
6346,2025-07-23,user342,DDoS,High,Escalated,India,Server,Web Gateway,370
6347,2025-02-14,user44,Phishing,Critical,Investigating,Singapore,Desktop,Endpoint,195
6348,2025-12-11,user207,Brute Force,Medium,Open,USA,Mobile,Web Gateway,349
6349,2025-02-28,user93,Insider Threat,Medium,Closed,UAE,Desktop,Web Gateway,84
6350,2025-07-27,user306,DDoS,Critical,Closed,UK,Cloud VM,Endpoint,361
6351,2025-05-07,user280,DDoS,Low,Escalated,Australia,Mobile,SIEM,93
6352,2025-09-08,user208,Insider Threat,Medium,Closed,UK,Server,Firewall,538
6353,2026-02-23,user267,Credential Attack,Medium,Open,UAE,Cloud VM,Web Gateway,226
6354,2025-05-01,user340,DDoS,Low,Closed,Germany,Mobile,Web Gateway,228
6355,2025-07-20,user436,Malware,Medium,Closed,Singapore,Mobile,Web Gateway,420
6356,2025-07-15,user330,Phishing,Medium,Open,UAE,Cloud VM,Firewall,432
6357,2025-06-21,user123,Phishing,Low,Closed,UK,Mobile,Firewall,18
6358,2025-11-12,user104,Data Exfiltration,Medium,Open,Canada,Mobile,Email,638
6359,2025-03-21,user287,Phishing,Low,Closed,UAE,Laptop,Firewall,150
6360,2025-12-16,user58,Credential Attack,High,Investigating,UAE,Desktop,SIEM,587
6361,2025-04-27,user297,Ransomware,Medium,Escalated,Netherlands,Cloud VM,Firewall,589
6362,2025-06-17,user134,Ransomware,Medium,Escalated,UK,Cloud VM,Endpoint,257
6363,2025-07-22,user375,Credential Attack,Low,Investigating,India,Mobile,Endpoint,532
6364,2025-02-13,user401,Insider Threat,Medium,Open,Singapore,Laptop,Identity Provider,518
6365,2025-01-14,user302,Phishing,Medium,Open,Canada,Laptop,Web Gateway,217
6366,2025-04-29,user202,Ransomware,Medium,Investigating,Canada,Server,Endpoint,195
6367,2025-09-05,user185,DDoS,Low,Escalated,Germany,Desktop,Identity Provider,500
6368,2025-04-02,user95,Ransomware,Low,Investigating,Australia,Desktop,Endpoint,332
6369,2025-01-26,user398,Malware,Medium,Closed,UK,Cloud VM,SIEM,264
6370,2025-07-05,user50,Malware,High,Escalated,Australia,Laptop,SIEM,9
6371,2025-10-07,user205,Ransomware,High,Investigating,Japan,Server,Email,235
6372,2025-04-13,user298,Data Exfiltration,Medium,Open,Australia,Mobile,Firewall,157
6373,2025-11-25,user295,Data Exfiltration,Medium,Investigating,UAE,Laptop,Identity Provider,100
6374,2025-09-20,user44,Credential Attack,Critical,Closed,India,Mobile,Endpoint,202
6375,2026-01-13,user294,Malware,Medium,Open,Netherlands,Server,SIEM,342
6376,2025-07-06,user441,Phishing,High,Closed,Singapore,Cloud VM,Identity Provider,685
6377,2025-09-18,user175,Malware,Critical,Escalated,Singapore,Server,Firewall,639
6378,2025-11-13,user481,Malware,Critical,Escalated,Singapore,Cloud VM,SIEM,420
6379,2025-02-01,user380,Ransomware,Low,Escalated,Canada,Server,Web Gateway,592
6380,2026-02-11,user409,Insider Threat,Medium,Investigating,Germany,Mobile,Identity Provider,9
6381,2026-01-13,user138,Credential Attack,High,Investigating,UK,Server,Web Gateway,111
6382,2025-08-03,user80,Data Exfiltration,Low,Escalated,UAE,Mobile,Firewall,284
6383,2025-03-17,user93,Ransomware,Low,Closed,Canada,Desktop,Identity Provider,115
6384,2026-02-19,user367,Brute Force,Low,Open,Japan,Laptop,Endpoint,268
6385,2025-08-16,user105,Malware,Medium,Open,India,Desktop,Web Gateway,379
6386,2025-10-04,user122,Insider Threat,Low,Closed,Germany,Desktop,SIEM,108
6387,2025-01-13,user153,Insider Threat,Low,Investigating,USA,Desktop,Firewall,670
6388,2025-08-07,user375,Credential Attack,Critical,Investigating,Germany,Laptop,Identity Provider,455
6389,2025-02-09,user310,Malware,High,Escalated,Germany,Desktop,Firewall,272
6390,2025-08-17,user322,Malware,High,Investigating,Germany,Desktop,Identity Provider,653
6391,2025-09-17,user484,Ransomware,Low,Open,UAE,Mobile,Web Gateway,590
6392,2025-03-14,user353,Ransomware,Low,Closed,Japan,Cloud VM,Identity Provider,265
6393,2025-06-24,user396,Phishing,Low,Investigating,Australia,Mobile,Email,695
6394,2025-10-13,user214,Malware,High,Open,Singapore,Desktop,Firewall,305
6395,2025-11-02,user310,Credential Attack,Low,Investigating,Australia,Desktop,Identity Provider,433
6396,2025-06-23,user52,Credential Attack,Low,Escalated,USA,Desktop,SIEM,482
6397,2025-12-21,user149,Data Exfiltration,Low,Open,Singapore,Laptop,Firewall,284
6398,2025-05-04,user116,Brute Force,Medium,Escalated,Germany,Mobile,SIEM,85
6399,2025-03-07,user256,DDoS,Medium,Escalated,Japan,Server,Endpoint,84
6400,2025-03-31,user56,Brute Force,High,Investigating,India,Mobile,Web Gateway,466
6401,2025-03-13,user305,Data Exfiltration,Medium,Closed,India,Server,Email,572
6402,2025-08-09,user87,Credential Attack,Low,Open,Singapore,Mobile,Web Gateway,652
6403,2025-08-20,user161,Data Exfiltration,Medium,Escalated,Canada,Laptop,Email,627
6404,2026-02-25,user74,Insider Threat,Low,Open,UAE,Server,Firewall,6
6405,2025-05-14,user201,Malware,Medium,Investigating,Germany,Cloud VM,Identity Provider,283
6406,2025-01-26,user117,Brute Force,Low,Escalated,UAE,Server,Firewall,358
6407,2025-08-14,user215,Phishing,Medium,Open,Canada,Desktop,Firewall,680
6408,2026-01-21,user32,Insider Threat,Medium,Escalated,India,Desktop,Web Gateway,343
6409,2025-11-27,user165,Ransomware,Medium,Closed,Germany,Laptop,Endpoint,157
6410,2025-11-13,user318,Data Exfiltration,Medium,Closed,Canada,Desktop,Firewall,553
6411,2025-12-25,user350,Insider Threat,Medium,Open,Japan,Mobile,SIEM,424
6412,2025-05-07,user263,Insider Threat,Medium,Escalated,Japan,Desktop,Endpoint,347
6413,2025-12-31,user332,DDoS,Low,Escalated,Germany,Mobile,SIEM,185
6414,2025-09-15,user255,Malware,Low,Open,Singapore,Server,Endpoint,657
6415,2025-06-25,user306,Insider Threat,Low,Closed,Japan,Server,Firewall,53
6416,2025-08-06,user341,Insider Threat,Medium,Closed,Japan,Server,Web Gateway,427
6417,2025-05-01,user401,Phishing,Medium,Escalated,UK,Cloud VM,Firewall,338
6418,2025-12-22,user322,DDoS,Low,Closed,Japan,Server,Endpoint,92
6419,2025-06-09,user460,Malware,Low,Open,Australia,Server,Firewall,38
6420,2025-10-24,user206,Brute Force,High,Closed,Canada,Desktop,Web Gateway,374
6421,2025-09-11,user134,Phishing,Low,Investigating,UK,Mobile,Identity Provider,712
6422,2025-08-27,user476,Phishing,Low,Investigating,UAE,Mobile,SIEM,242
6423,2025-01-26,user494,Brute Force,High,Escalated,Japan,Cloud VM,SIEM,333
6424,2025-02-09,user342,Phishing,Medium,Escalated,Australia,Laptop,Web Gateway,294
6425,2025-01-12,user250,Ransomware,High,Closed,Canada,Mobile,Email,376
6426,2026-01-07,user22,DDoS,Low,Open,UAE,Laptop,Web Gateway,161
6427,2025-10-16,user78,Ransomware,Low,Closed,Australia,Laptop,Identity Provider,220
6428,2025-11-13,user15,Phishing,Low,Investigating,India,Laptop,Identity Provider,100
6429,2025-06-05,user226,DDoS,Critical,Escalated,UK,Cloud VM,Web Gateway,61
6430,2025-12-29,user178,Insider Threat,Low,Closed,UAE,Cloud VM,Endpoint,715
6431,2025-11-13,user15,DDoS,Medium,Escalated,Australia,Mobile,Identity Provider,304
6432,2025-06-10,user193,DDoS,Low,Escalated,Germany,Desktop,Endpoint,256
6433,2026-02-02,user461,DDoS,High,Escalated,Australia,Laptop,Web Gateway,48
6434,2025-04-17,user366,DDoS,Medium,Open,Netherlands,Desktop,Firewall,96
6435,2025-04-17,user22,Malware,Medium,Open,Singapore,Server,Identity Provider,274
6436,2026-02-16,user298,Phishing,Low,Closed,Canada,Laptop,SIEM,704
6437,2025-09-05,user379,Credential Attack,Low,Closed,India,Mobile,Email,565
6438,2026-01-04,user419,Ransomware,High,Open,Netherlands,Desktop,Email,397
6439,2025-12-10,user9,Data Exfiltration,Medium,Closed,Germany,Laptop,Web Gateway,390
6440,2025-08-25,user326,Malware,Medium,Open,Netherlands,Laptop,Endpoint,246
6441,2025-10-05,user286,Credential Attack,High,Escalated,India,Desktop,Identity Provider,369
6442,2025-08-19,user312,Insider Threat,Low,Investigating,Singapore,Server,Firewall,680
6443,2025-02-02,user463,Malware,Medium,Closed,Australia,Server,SIEM,715
6444,2025-04-05,user268,Data Exfiltration,Low,Escalated,UK,Server,Email,684
6445,2025-03-22,user119,DDoS,Critical,Closed,India,Desktop,Email,491
6446,2025-11-21,user177,Malware,Low,Open,Japan,Laptop,Web Gateway,663
6447,2025-01-13,user336,Credential Attack,Medium,Investigating,UAE,Desktop,Web Gateway,390
6448,2025-11-12,user124,Insider Threat,Low,Open,India,Mobile,Identity Provider,497
6449,2025-04-26,user113,Credential Attack,Critical,Closed,UAE,Mobile,Firewall,226
6450,2026-01-25,user152,Phishing,High,Investigating,Japan,Mobile,SIEM,538
6451,2025-11-12,user295,Ransomware,Low,Investigating,Netherlands,Server,Identity Provider,344
6452,2026-01-14,user94,Phishing,Low,Open,Australia,Server,Firewall,320
6453,2025-10-09,user435,DDoS,Medium,Closed,India,Mobile,Firewall,63
6454,2025-07-07,user54,Brute Force,Low,Closed,UK,Desktop,Email,672
6455,2025-08-20,user234,Insider Threat,Medium,Open,UK,Server,Firewall,647
6456,2025-11-02,user481,Credential Attack,Medium,Open,Germany,Desktop,Email,712
6457,2025-05-21,user55,Phishing,Low,Escalated,UK,Cloud VM,Email,61
6458,2025-03-18,user466,Brute Force,Low,Investigating,UAE,Server,Firewall,122
6459,2025-03-21,user221,Credential Attack,Medium,Open,UAE,Cloud VM,SIEM,675
6460,2026-01-17,user109,Credential Attack,High,Closed,UK,Server,Email,483
6461,2025-07-18,user220,Data Exfiltration,High,Closed,USA,Desktop,SIEM,297
6462,2025-08-02,user83,Malware,High,Closed,Canada,Server,Web Gateway,360
6463,2025-10-15,user91,Insider Threat,Critical,Investigating,Singapore,Desktop,Email,598
6464,2025-03-29,user307,Insider Threat,High,Open,Japan,Cloud VM,Firewall,309
6465,2025-02-08,user385,DDoS,Medium,Closed,UAE,Mobile,Endpoint,467
6466,2026-01-25,user285,Ransomware,Low,Escalated,Canada,Cloud VM,Firewall,561
6467,2025-08-08,user466,DDoS,Critical,Escalated,Singapore,Cloud VM,Firewall,684
6468,2025-06-15,user347,Brute Force,Medium,Open,Australia,Laptop,Web Gateway,421
6469,2025-07-07,user482,Phishing,Medium,Escalated,Canada,Server,Email,106
6470,2025-07-11,user300,Phishing,Low,Closed,Australia,Mobile,Web Gateway,472
6471,2025-01-02,user159,Ransomware,Medium,Escalated,Japan,Mobile,Web Gateway,370
6472,2025-01-24,user435,Phishing,High,Investigating,Singapore,Mobile,Email,714
6473,2025-11-18,user200,Credential Attack,Medium,Closed,Netherlands,Server,Email,307
6474,2025-02-22,user214,Ransomware,High,Investigating,India,Desktop,Email,659
6475,2025-11-11,user81,Ransomware,Low,Open,UK,Desktop,Web Gateway,17
6476,2025-03-31,user298,DDoS,Low,Escalated,UK,Mobile,SIEM,254
6477,2025-06-15,user490,Malware,High,Investigating,Netherlands,Mobile,Firewall,609
6478,2025-08-30,user323,Malware,Low,Open,UK,Cloud VM,Firewall,287
6479,2025-07-09,user386,Credential Attack,High,Investigating,Germany,Desktop,Firewall,517
6480,2025-12-05,user151,Malware,Medium,Investigating,Germany,Server,Identity Provider,668
6481,2025-11-04,user365,Insider Threat,Low,Escalated,Australia,Laptop,Endpoint,12
6482,2025-10-20,user355,Phishing,Low,Open,UAE,Server,Web Gateway,473
6483,2025-05-08,user393,Malware,Low,Investigating,Japan,Mobile,Endpoint,219
6484,2025-08-05,user436,Phishing,Medium,Open,India,Server,Identity Provider,7
6485,2025-05-25,user345,Insider Threat,Medium,Escalated,USA,Cloud VM,Identity Provider,468
6486,2025-11-29,user493,DDoS,Low,Investigating,Japan,Mobile,Firewall,537
6487,2025-04-17,user135,DDoS,Medium,Investigating,UK,Laptop,Email,311
6488,2025-03-25,user9,DDoS,High,Closed,Netherlands,Mobile,Firewall,282
6489,2025-10-19,user19,Brute Force,Medium,Closed,Australia,Server,Email,387
6490,2025-06-09,user62,Insider Threat,Critical,Open,Japan,Laptop,Web Gateway,214
6491,2025-08-23,user190,Brute Force,High,Open,UAE,Cloud VM,SIEM,678
6492,2025-01-16,user440,Data Exfiltration,Low,Escalated,Japan,Server,Email,221
6493,2026-01-25,user187,Malware,Low,Investigating,Netherlands,Desktop,SIEM,620
6494,2025-06-10,user398,Insider Threat,Medium,Investigating,Netherlands,Desktop,SIEM,479
6495,2026-01-13,user32,Data Exfiltration,Medium,Closed,UK,Mobile,Web Gateway,677
6496,2025-02-26,user421,Insider Threat,Medium,Investigating,Japan,Laptop,SIEM,26
6497,2025-09-26,user331,Ransomware,Medium,Open,India,Laptop,Endpoint,235
6498,2025-07-01,user417,Malware,Medium,Open,Japan,Server,Firewall,605
6499,2025-12-29,user399,Data Exfiltration,Medium,Investigating,UAE,Desktop,Identity Provider,272
6500,2025-11-04,user134,Credential Attack,Medium,Escalated,Germany,Desktop,SIEM,372
6501,2025-10-18,user444,DDoS,Medium,Open,Germany,Cloud VM,Identity Provider,489
6502,2025-12-28,user271,Brute Force,High,Open,Netherlands,Cloud VM,Email,649
6503,2026-02-06,user340,Malware,Low,Closed,Germany,Mobile,Web Gateway,338
6504,2025-12-09,user480,Ransomware,Low,Open,Canada,Desktop,Endpoint,287
6505,2025-02-11,user323,Brute Force,Low,Escalated,USA,Desktop,SIEM,520
6506,2025-09-06,user396,Data Exfiltration,Low,Escalated,Japan,Laptop,Web Gateway,75
6507,2025-04-09,user346,Ransomware,Low,Open,Netherlands,Desktop,Endpoint,60
6508,2025-06-06,user145,DDoS,Medium,Closed,Australia,Laptop,Web Gateway,507
6509,2025-09-21,user398,Malware,Medium,Investigating,Japan,Server,SIEM,119
6510,2026-02-16,user389,Phishing,High,Closed,Australia,Cloud VM,Web Gateway,22
6511,2025-01-08,user361,Ransomware,Medium,Closed,UK,Server,Email,515
6512,2025-01-23,user362,Malware,Medium,Closed,USA,Desktop,SIEM,509
6513,2025-12-13,user142,Credential Attack,Low,Closed,India,Server,Identity Provider,688
6514,2025-08-31,user294,Ransomware,Low,Open,UAE,Desktop,Endpoint,256
6515,2025-06-27,user267,Malware,Low,Closed,UK,Laptop,Email,648
6516,2025-06-21,user439,Ransomware,Medium,Escalated,Japan,Mobile,Web Gateway,381
6517,2025-05-28,user207,Ransomware,Low,Escalated,UAE,Laptop,Identity Provider,59
6518,2025-08-02,user85,Phishing,Medium,Open,UK,Server,Email,473
6519,2026-02-01,user337,Data Exfiltration,Medium,Investigating,Germany,Mobile,Endpoint,593
6520,2025-03-07,user60,Credential Attack,High,Investigating,India,Laptop,Email,250
6521,2025-05-19,user132,Data Exfiltration,Medium,Investigating,India,Cloud VM,Endpoint,581
6522,2025-02-12,user432,DDoS,Medium,Investigating,Australia,Server,Identity Provider,602
6523,2025-05-23,user377,Brute Force,Low,Investigating,UAE,Desktop,Identity Provider,61
6524,2025-05-28,user251,DDoS,High,Investigating,UK,Laptop,SIEM,374
6525,2025-07-30,user119,DDoS,Medium,Investigating,Singapore,Server,Email,295
6526,2025-06-04,user133,DDoS,Medium,Investigating,UAE,Server,Web Gateway,74
6527,2026-02-13,user150,Insider Threat,Low,Closed,Netherlands,Cloud VM,Web Gateway,687
6528,2026-02-13,user202,DDoS,Medium,Open,Netherlands,Cloud VM,Endpoint,30
6529,2025-05-09,user122,Malware,Medium,Investigating,UK,Laptop,Endpoint,615
6530,2025-02-20,user115,Data Exfiltration,High,Escalated,Australia,Server,Web Gateway,229
6531,2025-11-12,user110,Brute Force,Medium,Closed,UAE,Laptop,Firewall,262
6532,2025-03-19,user84,DDoS,Low,Investigating,India,Desktop,Web Gateway,698
6533,2025-04-18,user141,Malware,Low,Escalated,UK,Desktop,Endpoint,471
6534,2025-03-16,user23,Brute Force,Low,Open,Japan,Mobile,Firewall,226
6535,2025-09-02,user26,Phishing,High,Closed,UK,Desktop,Web Gateway,623
6536,2025-10-13,user340,Brute Force,Critical,Closed,Germany,Server,Endpoint,104
6537,2025-01-01,user272,Insider Threat,Critical,Closed,UAE,Server,Firewall,703
6538,2025-10-07,user457,Ransomware,Critical,Closed,UK,Laptop,Web Gateway,623
6539,2025-05-24,user410,Insider Threat,High,Open,Netherlands,Cloud VM,Firewall,524
6540,2025-10-16,user362,Malware,Medium,Open,Japan,Cloud VM,Firewall,190
6541,2025-10-15,user62,Brute Force,High,Closed,Canada,Desktop,Identity Provider,7
6542,2025-07-30,user131,Credential Attack,Low,Investigating,Australia,Desktop,Firewall,205
6543,2025-04-07,user146,Brute Force,High,Escalated,UK,Laptop,Firewall,56
6544,2025-10-17,user346,Credential Attack,Low,Closed,Canada,Desktop,Identity Provider,37
6545,2025-01-13,user314,Malware,Medium,Escalated,Germany,Laptop,SIEM,202
6546,2025-04-24,user69,DDoS,Medium,Open,Netherlands,Mobile,Endpoint,318
6547,2025-05-11,user246,Credential Attack,High,Open,UAE,Laptop,Endpoint,90
6548,2025-03-27,user188,Brute Force,Medium,Escalated,Japan,Laptop,Email,155
6549,2025-06-05,user436,Malware,Medium,Closed,UAE,Desktop,Firewall,302
6550,2025-11-30,user320,Insider Threat,Low,Open,UAE,Mobile,Web Gateway,601
6551,2025-11-18,user418,Malware,Medium,Closed,USA,Laptop,Web Gateway,479
6552,2025-09-10,user260,Insider Threat,Low,Escalated,Australia,Laptop,Email,552
6553,2025-01-25,user27,Insider Threat,Low,Open,UK,Mobile,SIEM,404
6554,2025-01-31,user60,Ransomware,Low,Escalated,UK,Server,SIEM,381
6555,2025-02-17,user13,Phishing,Low,Escalated,Singapore,Cloud VM,Firewall,487
6556,2025-06-09,user123,Brute Force,Critical,Closed,Netherlands,Server,SIEM,659
6557,2026-02-23,user407,Malware,High,Investigating,Australia,Cloud VM,Email,402
6558,2025-04-27,user441,Phishing,Critical,Open,UK,Cloud VM,Email,553
6559,2025-03-23,user99,Data Exfiltration,Low,Escalated,UK,Server,Email,100
6560,2025-03-13,user306,Phishing,High,Closed,USA,Laptop,Endpoint,394
